age,gender,city,occupation,monthlyIncome,coffeeFrequency,preferredCoffeeType,preferredBrand,monthlyCoffeeSpend,purchaseLocation,purchaseMode,priceSensitivity,tastePreference,brandLoyalty,willingnessToTry,preferredPriceRange,purchaseIntention
21.0,Male,Hyderabad,Private Sector Employee,41700.0,3-4 times/week,Americano,Tata Coffee,530.0,Local Kirana Store,Both,Medium,Balanced,Low,Neutral,300.0,Medium
35.0,Male,Kochi,IT Professional,79500.0,Multiple times/day,Filter Coffee,Sleepy Owl,990.0,Supermarket/Grocery Store,Offline,Medium,Strong,Medium,Likely,90.0,High
27.0,Male,Kochi,Business Owner,52300.0,3-4 times/week,Filter Coffee,Nescafé,540.0,Brand Website,Online,Low,Balanced,High,Likely,450.0,High
18.0,Male,Jaipur,IT Professional,46800.0,Multiple times/day,Cappuccino,Sleepy Owl,1230.0,Supermarket/Grocery Store,Both,High,Strong,High,Likely,90.0,High
25.0,Male,Jaipur,Student,8900.0,Daily,Instant Coffee,Starbucks,400.0,Online Marketplace,Online,Medium,Bitter,High,Likely,90.0,High
26.0,Female,Bhopal,Student,11400.0,1-2 times/week,Other,Starbucks,270.0,Supermarket/Grocery Store,Both,Medium,Strong,Medium,Very Likely,450.0,High
39.0,Male,Kolkata,Business Owner,78900.0,Daily,Americano,Nescafé,1060.0,Online Marketplace,Online,Medium,Sweet,High,Very Likely,130.0,High
38.0,Male,Delhi,Private Sector Employee,54400.0,Multiple times/day,Other,Bru,960.0,Café,Offline,High,Strong,Medium,Neutral,450.0,High
27.0,Male,Hyderabad,Private Sector Employee,40000.0,Rarely,Espresso,Sleepy Owl,210.0,Supermarket/Grocery Store,Offline,Low,Sweet,Low,Likely,300.0,Medium
31.0,Male,Ahmedabad,IT Professional,73500.0,Daily,Filter Coffee,Nescafé,680.0,Office/Canteen,Offline,Medium,Strong,Medium,Likely,450.0,High
32.0,Male,Ahmedabad,Business Owner,77500.0,Rarely,Instant Coffee,Bru,200.0,Supermarket/Grocery Store,Offline,High,Balanced,Low,Very Likely,130.0,Medium
27.0,Female,Hyderabad,Business Owner,52300.0,Daily,Instant Coffee,Sleepy Owl,570.0,Supermarket/Grocery Store,Offline,Medium,Mild,Medium,Likely,130.0,Medium
34.0,Male,Chennai,Student,9600.0,Daily,Latte,Blue Tokai,640.0,Other,Offline,High,Mild,Medium,Unlikely,300.0,High
40.0,Male,Bengaluru,Student,14000.0,Daily,Other,Nescafé,550.0,Office/Canteen,Offline,Medium,Strong,Medium,Very Likely,300.0,High
21.0,Female,Delhi,Government Employee,38900.0,1-2 times/week,Mocha,Country Bean,450.0,Supermarket/Grocery Store,Offline,Medium,Balanced,Medium,Likely,450.0,Medium
18.0,Male,Pune,Private Sector Employee,35600.0,Daily,Cappuccino,Nescafé,840.0,Brand Website,Online,High,Mild,Low,Very Unlikely,130.0,Medium
29.0,Male,Delhi,Student,11000.0,Daily,Americano,Blue Tokai,520.0,Brand Website,Online,Low,Mild,Medium,Very Likely,450.0,High
18.0,Female,Kolkata,Student,8600.0,3-4 times/week,Americano,Third Wave Coffee,300.0,Supermarket/Grocery Store,Offline,Medium,Mild,Medium,Neutral,300.0,Medium
35.0,Male,Bhopal,Business Owner,100900.0,Rarely,Espresso,Starbucks,310.0,Supermarket/Grocery Store,Offline,High,Strong,Low,Likely,90.0,Medium
27.0,Male,Coimbatore,Business Owner,93600.0,1-2 times/week,Latte,Sleepy Owl,690.0,Supermarket/Grocery Store,Offline,High,Strong,High,Unlikely,130.0,Medium
24.0,Female,Jaipur,Teacher/Professor,33700.0,Daily,Filter Coffee,Other,490.0,Local Kirana Store,Offline,Low,Strong,High,Neutral,450.0,Medium
21.0,Male,Coimbatore,Homemaker,19600.0,3-4 times/week,Filter Coffee,Nescafé,290.0,Brand Website,Online,High,Balanced,Medium,Very Likely,450.0,High
26.0,Male,Pune,Business Owner,99900.0,3-4 times/week,Instant Coffee,Blue Tokai,540.0,Café,Offline,High,Mild,Medium,Neutral,300.0,Medium
38.0,Female,Nagpur,Private Sector Employee,32100.0,1-2 times/week,Cold Coffee,Third Wave Coffee,310.0,Brand Website,Online,Medium,Balanced,Medium,Neutral,300.0,Medium
27.0,Male,Bengaluru,Business Owner,71800.0,1-2 times/week,Cappuccino,Bru,520.0,Supermarket/Grocery Store,Offline,Medium,Balanced,High,Neutral,700.0,Medium
18.0,Male,Jaipur,Private Sector Employee,36600.0,Rarely,Instant Coffee,Tata Coffee,140.0,Local Kirana Store,Both,Medium,Sweet,High,Neutral,130.0,Medium
37.0,Male,Kolkata,Teacher/Professor,41200.0,Daily,Mocha,Other,1080.0,Local Kirana Store,Offline,Low,Bitter,High,Neutral,130.0,High
29.0,Male,Delhi,Student,14900.0,3-4 times/week,Latte,Blue Tokai,460.0,Local Kirana Store,Offline,Medium,Strong,Low,Unlikely,130.0,Low
33.0,Male,Ahmedabad,Business Owner,93200.0,3-4 times/week,Espresso,Nescafé,790.0,Café,Offline,Low,Bitter,Low,Very Unlikely,300.0,Low
37.0,Male,Delhi,IT Professional,71700.0,1-2 times/week,Instant Coffee,Bru,300.0,Local Kirana Store,Offline,Low,Sweet,Medium,Likely,130.0,Medium
31.0,Female,Chandigarh,IT Professional,69300.0,1-2 times/week,Cappuccino,Bru,570.0,Supermarket/Grocery Store,Both,Medium,Balanced,Medium,Unlikely,130.0,Low
18.0,Male,Surat,Private Sector Employee,41000.0,1-2 times/week,Latte,Starbucks,510.0,Online Marketplace,Online,Medium,Mild,Low,Likely,700.0,High
40.0,Male,Kolkata,Homemaker,29300.0,1-2 times/week,Latte,Nescafé,290.0,Online Marketplace,Online,Medium,Mild,Low,Neutral,450.0,Low
30.0,Male,Pune,Business Owner,85900.0,3-4 times/week,Instant Coffee,Nescafé,560.0,Local Kirana Store,Offline,High,Balanced,Medium,Likely,130.0,High
40.0,Female,Chandigarh,Student,14500.0,3-4 times/week,Instant Coffee,Bru,310.0,Supermarket/Grocery Store,Both,Medium,Sweet,Low,Very Likely,300.0,Medium
28.0,Male,Visakhapatnam,Private Sector Employee,45200.0,3-4 times/week,Other,Nescafé,580.0,Office/Canteen,Offline,Medium,Balanced,Low,Neutral,450.0,Medium
43.0,Female,Bhubaneswar,Student,11700.0,1-2 times/week,Instant Coffee,Starbucks,150.0,Online Marketplace,Online,High,Balanced,Medium,Likely,450.0,Medium
34.0,Male,Chandigarh,Student,6600.0,Multiple times/day,Espresso,Third Wave Coffee,970.0,Online Marketplace,Online,Medium,Balanced,High,Very Likely,130.0,High
34.0,Male,Visakhapatnam,Student,7300.0,Daily,Filter Coffee,Café Coffee Day,420.0,Office/Canteen,Offline,High,Balanced,Medium,Unlikely,90.0,Medium
27.0,Female,Delhi,Private Sector Employee,51800.0,Multiple times/day,Instant Coffee,Other,1020.0,Supermarket/Grocery Store,Offline,Low,Strong,High,Very Likely,300.0,High
26.0,Female,Coimbatore,Government Employee,53000.0,Multiple times/day,Mocha,Nescafé,1360.0,Office/Canteen,Offline,Low,Strong,Low,Very Likely,300.0,High
29.0,Male,Mumbai,Private Sector Employee,40000.0,1-2 times/week,Latte,Third Wave Coffee,480.0,Supermarket/Grocery Store,Offline,Medium,Mild,High,Very Likely,300.0,High
29.0,Female,Delhi,Student,10700.0,1-2 times/week,Other,Café Coffee Day,210.0,Brand Website,Online,High,Sweet,Medium,Likely,130.0,High
39.0,Male,Delhi,Government Employee,61800.0,Daily,Filter Coffee,Nescafé,510.0,Supermarket/Grocery Store,Offline,High,Mild,Medium,Likely,300.0,High
28.0,Female,Delhi,IT Professional,69300.0,Rarely,Instant Coffee,Tata Coffee,220.0,Supermarket/Grocery Store,Offline,High,Balanced,Low,Very Unlikely,130.0,Low
31.0,Male,Delhi,Student,11300.0,1-2 times/week,Instant Coffee,Bru,150.0,Local Kirana Store,Offline,High,Strong,Medium,Very Likely,300.0,Medium
24.0,Non-binary/Other,Pune,Business Owner,96300.0,3-4 times/week,Instant Coffee,Sleepy Owl,580.0,Local Kirana Store,Offline,Medium,Sweet,Medium,Likely,90.0,Medium
33.0,Female,Bengaluru,IT Professional,116200.0,Daily,Latte,Third Wave Coffee,1500.0,Café,Both,Medium,Balanced,Medium,Very Likely,300.0,High
21.0,Female,Kolkata,Healthcare Professional,38500.0,3-4 times/week,Filter Coffee,Bru,460.0,Office/Canteen,Offline,Medium,Balanced,High,Neutral,300.0,Medium
23.0,Male,Jaipur,Private Sector Employee,34100.0,Daily,Instant Coffee,Café Coffee Day,470.0,Café,Offline,High,Balanced,Medium,Likely,450.0,High
35.0,Male,Delhi,Business Owner,111100.0,3-4 times/week,Espresso,Nescafé,870.0,Café,Offline,High,Balanced,Medium,Unlikely,450.0,Medium
29.0,Male,Delhi,Government Employee,58600.0,Daily,Cappuccino,Bru,940.0,Café,Offline,Medium,Strong,Medium,Likely,90.0,High
27.0,Female,Jaipur,Government Employee,33000.0,1-2 times/week,Filter Coffee,Bru,270.0,Café,Offline,High,Mild,Low,Neutral,450.0,Low
31.0,Female,Pune,Student,11300.0,Daily,Filter Coffee,Nescafé,470.0,Café,Offline,Medium,Strong,Medium,Likely,90.0,High
24.0,Male,Indore,Business Owner,69600.0,Daily,Instant Coffee,Café Coffee Day,640.0,Supermarket/Grocery Store,Offline,Medium,Sweet,Medium,Neutral,300.0,Medium
41.0,Prefer not to say,Mumbai,Student,12500.0,Rarely,Cappuccino,Third Wave Coffee,180.0,Office/Canteen,Offline,Medium,Mild,High,Unlikely,450.0,Medium
25.0,Female,Bengaluru,IT Professional,51300.0,1-2 times/week,Instant Coffee,Other,320.0,Local Kirana Store,Both,High,Sweet,Medium,Neutral,450.0,Medium
29.0,Male,Hyderabad,Student,9400.0,3-4 times/week,Latte,Café Coffee Day,530.0,Café,Offline,Low,Strong,High,Very Unlikely,300.0,Medium
18.0,Female,Kolkata,Private Sector Employee,55400.0,3-4 times/week,Cappuccino,Nescafé,670.0,Supermarket/Grocery Store,Offline,Medium,Mild,High,Likely,130.0,High
46.0,Male,Bhubaneswar,Private Sector Employee,46800.0,3-4 times/week,Filter Coffee,Café Coffee Day,360.0,Office/Canteen,Offline,Low,Strong,Medium,Likely,300.0,High
32.0,Male,Chandigarh,Freelancer,50000.0,3-4 times/week,Filter Coffee,Country Bean,340.0,Office/Canteen,Offline,High,Mild,Low,Neutral,130.0,Medium
34.0,Male,Chandigarh,Private Sector Employee,69300.0,Rarely,Cold Coffee,Third Wave Coffee,290.0,Local Kirana Store,Offline,Low,Balanced,Low,Unlikely,90.0,Low
37.0,Male,Nagpur,Private Sector Employee,50200.0,3-4 times/week,Instant Coffee,Café Coffee Day,490.0,Supermarket/Grocery Store,Offline,Medium,Bitter,High,Very Likely,300.0,High
26.0,Female,Hyderabad,Private Sector Employee,39900.0,1-2 times/week,Instant Coffee,Café Coffee Day,290.0,Local Kirana Store,Offline,Medium,Balanced,Low,Very Likely,300.0,Medium
32.0,Female,Delhi,IT Professional,53700.0,3-4 times/week,Latte,Bru,840.0,Brand Website,Online,Low,Mild,Low,Very Likely,300.0,Medium
20.0,Female,Kochi,Homemaker,20000.0,Daily,Instant Coffee,Tata Coffee,460.0,Brand Website,Online,Medium,Sweet,Medium,Likely,130.0,High
23.0,Female,Kolkata,IT Professional,46800.0,1-2 times/week,Cappuccino,Starbucks,410.0,Supermarket/Grocery Store,Offline,Medium,Mild,Low,Very Likely,300.0,Medium
25.0,Male,Pune,Student,13700.0,1-2 times/week,Latte,Nescafé,350.0,Supermarket/Grocery Store,Offline,High,Balanced,Medium,Neutral,300.0,Medium
39.0,Female,Kolkata,Government Employee,45000.0,3-4 times/week,Cappuccino,Bru,700.0,Café,Offline,Medium,Balanced,High,Likely,130.0,Medium
23.0,Male,Kochi,Healthcare Professional,68200.0,Multiple times/day,Cold Coffee,Nescafé,1310.0,Local Kirana Store,Offline,High,Strong,High,Neutral,450.0,High
26.0,Female,Kolkata,Healthcare Professional,69400.0,1-2 times/week,Espresso,Tata Coffee,460.0,Café,Offline,Medium,Balanced,High,Likely,90.0,Medium
44.0,Male,Jaipur,Student,12300.0,Rarely,Filter Coffee,Third Wave Coffee,100.0,Café,Offline,High,Bitter,Medium,Likely,300.0,Medium
19.0,Female,Hyderabad,Business Owner,52300.0,Daily,Cold Coffee,Blue Tokai,920.0,Café,Offline,Medium,Strong,Medium,Likely,300.0,High
45.0,Female,Nagpur,Student,10900.0,Rarely,Cold Coffee,Bru,170.0,Local Kirana Store,Both,Low,Strong,Medium,Very Likely,300.0,Medium
41.0,Prefer not to say,Visakhapatnam,Freelancer,62500.0,Daily,Cold Coffee,Blue Tokai,780.0,Café,Offline,Low,Bitter,Low,Neutral,450.0,Medium
23.0,Female,Jaipur,Student,10400.0,3-4 times/week,Espresso,Country Bean,490.0,Office/Canteen,Offline,Medium,Sweet,Medium,Likely,90.0,Medium
22.0,Female,Mumbai,Teacher/Professor,25300.0,1-2 times/week,Cappuccino,Café Coffee Day,360.0,Café,Offline,Medium,Strong,Low,Neutral,300.0,Medium
35.0,Male,Chennai,Freelancer,44700.0,Daily,Instant Coffee,Sleepy Owl,550.0,Online Marketplace,Online,Low,Sweet,Low,Likely,130.0,Medium
29.0,Female,Mumbai,IT Professional,79300.0,Multiple times/day,Instant Coffee,Nescafé,860.0,Café,Offline,Medium,Strong,High,Very Unlikely,130.0,High
34.0,Female,Lucknow,Business Owner,88100.0,Multiple times/day,Latte,Bru,1700.0,Café,Offline,Low,Mild,High,Likely,90.0,High
39.0,Male,Coimbatore,Private Sector Employee,46700.0,3-4 times/week,Mocha,Nescafé,720.0,Supermarket/Grocery Store,Offline,Low,Balanced,High,Neutral,700.0,High
36.0,Female,Surat,Healthcare Professional,69700.0,Daily,Instant Coffee,Nescafé,670.0,Café,Offline,Medium,Balanced,Medium,Likely,90.0,High
30.0,Male,Pune,Student,11400.0,1-2 times/week,Americano,Third Wave Coffee,370.0,Supermarket/Grocery Store,Both,Medium,Strong,Medium,Likely,300.0,Medium
30.0,Female,Kolkata,Student,9500.0,Multiple times/day,Latte,Other,820.0,Online Marketplace,Online,Medium,Bitter,Medium,Very Likely,700.0,High
36.0,Male,Bhopal,Healthcare Professional,85700.0,Daily,Mocha,Nescafé,1500.0,Brand Website,Online,Low,Balanced,High,Unlikely,130.0,High
42.0,Male,Surat,Homemaker,31200.0,Rarely,Latte,Starbucks,250.0,Local Kirana Store,Offline,Low,Mild,Medium,Neutral,300.0,Low
37.0,Male,Chandigarh,IT Professional,51100.0,3-4 times/week,Americano,Nescafé,490.0,Local Kirana Store,Offline,Medium,Sweet,High,Very Likely,300.0,High
26.0,Male,Mumbai,Healthcare Professional,68800.0,1-2 times/week,Instant Coffee,Nescafé,330.0,Local Kirana Store,Offline,Low,Strong,High,Neutral,700.0,Medium
42.0,Female,Hyderabad,Private Sector Employee,39500.0,3-4 times/week,Filter Coffee,Blue Tokai,470.0,Café,Offline,High,Bitter,Medium,Neutral,90.0,Medium
32.0,Male,Hyderabad,Private Sector Employee,42200.0,Multiple times/day,Latte,Blue Tokai,1170.0,Brand Website,Online,High,Mild,Medium,Unlikely,90.0,Medium
33.0,Male,Surat,Teacher/Professor,34600.0,Multiple times/day,Espresso,Starbucks,1210.0,Café,Offline,Medium,Balanced,High,Very Likely,90.0,High
34.0,Male,Bhopal,Government Employee,33000.0,Daily,Instant Coffee,Tata Coffee,480.0,Local Kirana Store,Both,Low,Sweet,Low,Likely,300.0,Medium
43.0,Male,Indore,Student,10500.0,1-2 times/week,Cappuccino,Café Coffee Day,350.0,Local Kirana Store,Offline,Medium,Strong,High,Very Likely,130.0,High
28.0,Female,Hyderabad,IT Professional,91200.0,3-4 times/week,Filter Coffee,Bru,530.0,Online Marketplace,Online,High,Sweet,Medium,Very Likely,300.0,High
52.0,Male,Chennai,Private Sector Employee,69600.0,3-4 times/week,Cappuccino,Sleepy Owl,720.0,Café,Offline,High,Sweet,Medium,Likely,130.0,Medium
20.0,Male,Mumbai,Student,9200.0,1-2 times/week,Cappuccino,Sleepy Owl,370.0,Local Kirana Store,Offline,High,Bitter,Medium,Likely,300.0,Medium
50.0,Male,Chennai,Student,14600.0,Daily,Instant Coffee,Nescafé,530.0,Online Marketplace,Online,Medium,Mild,Medium,Unlikely,450.0,Medium
29.0,Male,Kochi,Freelancer,40900.0,1-2 times/week,Filter Coffee,Starbucks,310.0,Supermarket/Grocery Store,Offline,Low,Strong,Low,Likely,130.0,Medium
31.0,Male,Chandigarh,Private Sector Employee,27500.0,1-2 times/week,Cappuccino,Nescafé,340.0,Other,Offline,Low,Balanced,High,Neutral,130.0,Medium
23.0,Male,Patna,Private Sector Employee,37900.0,Rarely,Cappuccino,Bru,150.0,Supermarket/Grocery Store,Offline,Medium,Balanced,Low,Likely,450.0,Low
47.0,Male,Jaipur,Private Sector Employee,59400.0,Multiple times/day,Cold Coffee,Blue Tokai,1230.0,Supermarket/Grocery Store,Both,High,Sweet,Medium,Neutral,300.0,High
30.0,Male,Surat,Business Owner,100400.0,3-4 times/week,Espresso,Nescafé,960.0,Local Kirana Store,Offline,High,Bitter,Medium,Neutral,90.0,Medium
32.0,Female,Visakhapatnam,Private Sector Employee,27500.0,Daily,Cappuccino,Starbucks,780.0,Supermarket/Grocery Store,Offline,Medium,Bitter,Medium,Unlikely,450.0,Medium
25.0,Male,Delhi,Private Sector Employee,27500.0,Multiple times/day,Filter Coffee,Nescafé,680.0,Online Marketplace,Online,High,Bitter,High,Neutral,300.0,High
26.0,Male,Kochi,Student,7800.0,Rarely,Mocha,Nescafé,180.0,Café,Offline,High,Sweet,High,Very Likely,700.0,High
25.0,Female,Mumbai,Healthcare Professional,57000.0,3-4 times/week,Instant Coffee,Country Bean,380.0,Supermarket/Grocery Store,Both,Medium,Strong,Low,Likely,130.0,Medium
44.0,Male,Hyderabad,Student,15900.0,1-2 times/week,Instant Coffee,Tata Coffee,200.0,Supermarket/Grocery Store,Offline,High,Strong,Medium,Likely,700.0,Medium
31.0,Female,Ahmedabad,Freelancer,30900.0,Daily,Other,Nescafé,680.0,Local Kirana Store,Both,High,Balanced,Low,Likely,130.0,High
23.0,Male,Kolkata,IT Professional,53500.0,1-2 times/week,Instant Coffee,Other,350.0,Café,Offline,Medium,Strong,High,Very Likely,300.0,High
44.0,Male,Mumbai,Private Sector Employee,52900.0,1-2 times/week,Filter Coffee,Third Wave Coffee,310.0,Office/Canteen,Both,Low,Bitter,Medium,Likely,450.0,Medium
18.0,Female,Indore,Private Sector Employee,45300.0,Daily,Other,Blue Tokai,730.0,Local Kirana Store,Offline,High,Strong,Medium,Very Likely,450.0,High
30.0,Male,Bengaluru,IT Professional,80500.0,3-4 times/week,Filter Coffee,Nescafé,440.0,Local Kirana Store,Offline,High,Sweet,Low,Likely,700.0,Medium
18.0,Male,Chennai,Homemaker,25200.0,3-4 times/week,Filter Coffee,Café Coffee Day,310.0,Café,Offline,Low,Balanced,High,Very Likely,130.0,High
23.0,Male,Jaipur,Homemaker,16800.0,Daily,Mocha,Other,740.0,Local Kirana Store,Offline,Low,Sweet,Medium,Very Likely,130.0,Medium
19.0,Female,Lucknow,Business Owner,82900.0,1-2 times/week,Cold Coffee,Tata Coffee,490.0,Supermarket/Grocery Store,Offline,Medium,Mild,Medium,Likely,130.0,Medium
18.0,Male,Kolkata,Business Owner,58900.0,Multiple times/day,Espresso,Sleepy Owl,1450.0,Supermarket/Grocery Store,Offline,Medium,Sweet,High,Very Likely,90.0,High
33.0,Female,Lucknow,Business Owner,111000.0,3-4 times/week,Latte,Blue Tokai,920.0,Brand Website,Online,High,Strong,High,Neutral,300.0,Medium
37.0,Male,Hyderabad,IT Professional,97400.0,3-4 times/week,Instant Coffee,Nescafé,540.0,Local Kirana Store,Offline,Low,Balanced,Low,Likely,130.0,Medium
41.0,Male,Kochi,Other,24000.0,1-2 times/week,Other,Third Wave Coffee,340.0,Local Kirana Store,Offline,Low,Balanced,Low,Neutral,300.0,Low
27.0,Female,Visakhapatnam,Private Sector Employee,28300.0,Daily,Filter Coffee,Country Bean,560.0,Office/Canteen,Offline,Low,Mild,Medium,Neutral,450.0,High
37.0,Male,Kochi,Business Owner,72800.0,Multiple times/day,Latte,Nescafé,1500.0,Café,Offline,Medium,Balanced,Medium,Likely,90.0,High
36.0,Female,Delhi,IT Professional,101900.0,Rarely,Instant Coffee,Tata Coffee,270.0,Supermarket/Grocery Store,Offline,Low,Balanced,High,Likely,130.0,Medium
18.0,Female,Delhi,Business Owner,86800.0,Daily,Mocha,Nescafé,1320.0,Office/Canteen,Offline,Low,Sweet,High,Neutral,90.0,High
31.0,Male,Chandigarh,Student,11400.0,3-4 times/week,Mocha,Bru,500.0,Online Marketplace,Online,Medium,Strong,Low,Likely,130.0,High
40.0,Female,Hyderabad,Student,11100.0,Daily,Filter Coffee,Tata Coffee,440.0,Supermarket/Grocery Store,Both,Medium,Bitter,Medium,Very Unlikely,450.0,Medium
32.0,Male,Indore,Student,10300.0,1-2 times/week,Cold Coffee,Nescafé,260.0,Supermarket/Grocery Store,Both,Medium,Mild,Low,Likely,450.0,Low
21.0,Male,Nagpur,IT Professional,58500.0,3-4 times/week,Filter Coffee,Country Bean,440.0,Café,Offline,Medium,Sweet,Low,Neutral,300.0,Medium
41.0,Female,Chennai,Freelancer,54600.0,Multiple times/day,Instant Coffee,Bru,720.0,Café,Offline,Medium,Sweet,Low,Neutral,300.0,High
23.0,Female,Hyderabad,Business Owner,63200.0,Daily,Mocha,Tata Coffee,1230.0,Supermarket/Grocery Store,Offline,Medium,Strong,Medium,Likely,300.0,Medium
26.0,Female,Mumbai,Teacher/Professor,39400.0,Daily,Cold Coffee,Tata Coffee,650.0,Café,Offline,Low,Mild,High,Very Unlikely,300.0,Medium
34.0,Female,Bengaluru,Private Sector Employee,43400.0,Rarely,Instant Coffee,Bru,150.0,Supermarket/Grocery Store,Offline,Low,Balanced,Medium,Neutral,90.0,Medium
49.0,Male,Surat,Student,15100.0,1-2 times/week,Filter Coffee,Other,230.0,Local Kirana Store,Offline,Medium,Balanced,Low,Very Likely,130.0,Medium
39.0,Female,Delhi,Student,10700.0,3-4 times/week,Filter Coffee,Bru,300.0,Café,Offline,Medium,Bitter,Medium,Neutral,130.0,High
38.0,Male,Coimbatore,IT Professional,86200.0,Rarely,Instant Coffee,Sleepy Owl,190.0,Supermarket/Grocery Store,Both,High,Bitter,Medium,Likely,450.0,Low
43.0,Male,Mumbai,Student,12100.0,3-4 times/week,Filter Coffee,Starbucks,220.0,Local Kirana Store,Offline,High,Strong,Medium,Likely,300.0,Medium
37.0,Male,Coimbatore,Student,15300.0,1-2 times/week,Mocha,Bru,420.0,Supermarket/Grocery Store,Both,High,Strong,High,Likely,130.0,Medium
27.0,Female,Nagpur,Business Owner,100700.0,Daily,Cappuccino,Other,1090.0,Local Kirana Store,Offline,Medium,Strong,Medium,Neutral,130.0,High
39.0,Female,Kochi,Other,26600.0,3-4 times/week,Filter Coffee,Tata Coffee,430.0,Office/Canteen,Offline,Medium,Mild,Medium,Likely,130.0,Medium
18.0,Prefer not to say,Mumbai,Private Sector Employee,27500.0,3-4 times/week,Instant Coffee,Nescafé,290.0,Local Kirana Store,Offline,Medium,Strong,Medium,Very Unlikely,450.0,Medium
32.0,Male,Ahmedabad,Private Sector Employee,35100.0,Rarely,Cold Coffee,Bru,230.0,Café,Offline,Medium,Balanced,Medium,Likely,700.0,High
24.0,Male,Hyderabad,Freelancer,37500.0,Rarely,Americano,Country Bean,210.0,Office/Canteen,Offline,Medium,Mild,Medium,Likely,300.0,Medium
